source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0030029,actin filament-based process,0.00351327394218004,True,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",825,731,56,21026,0.07660738714090287,0.06787878787878789,query_1,['GO:0009987']
GO:BP,GO:0048864,stem cell development,0.0035444990753602545,True,"""The process whose specific outcome is the progression of the stem cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to its specific fate."" [CL:0000034, GOC:isa_complete]",86,731,14,21026,0.019151846785225718,0.16279069767441862,query_1,"['GO:0048468', 'GO:0048863']"
GO:BP,GO:0032409,regulation of transporter activity,0.003673476140752553,True,"""Any process that modulates the activity of a transporter."" [GOC:mah]",182,731,21,21026,0.028727770177838577,0.11538461538461539,query_1,['GO:0065009']
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,0.004028942782828275,True,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",1256,731,76,21026,0.1039671682626539,0.06050955414012739,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']"
GO:BP,GO:0019220,regulation of phosphate metabolic process,0.0043277909758693365,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",956,731,62,21026,0.08481532147742818,0.06485355648535565,query_1,"['GO:0006796', 'GO:0051174']"
GO:BP,GO:0051174,regulation of phosphorus metabolic process,0.004478070124886605,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",957,731,62,21026,0.08481532147742818,0.06478578892371996,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:0010001,glial cell differentiation,0.004669966099216732,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."" [GOC:go_curators, GOC:mtg_sensu]",264,731,26,21026,0.03556771545827633,0.09848484848484848,query_1,"['GO:0030154', 'GO:0042063']"
GO:BP,GO:0051591,response to cAMP,0.004711372967661832,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate) stimulus."" [GOC:ai]",88,731,14,21026,0.019151846785225718,0.1590909090909091,query_1,"['GO:0014074', 'GO:0046683', 'GO:1901700']"
GO:BP,GO:0001659,temperature homeostasis,0.004792314659832669,True,"""A homeostatic process in which an organism modulates its internal body temperature."" [GOC:jl]",185,731,21,21026,0.028727770177838577,0.11351351351351352,query_1,['GO:0048871']
KEGG,KEGG:04923,Regulation of lipolysis in adipocytes,0.004878520880358208,True,Regulation of lipolysis in adipocytes,58,379,11,8484,0.029023746701846966,0.1896551724137931,query_1,['KEGG:00000']
GO:BP,GO:0022898,regulation of transmembrane transporter activity,0.005249084271289073,True,"""Any process that modulates the frequency, rate or extent of transmembrane transporter activity."" [GOC:dph, GOC:mtg_cardio, GOC:mtg_transport]",171,731,20,21026,0.027359781121751026,0.11695906432748537,query_1,"['GO:0032409', 'GO:0034762']"
KEGG,KEGG:04020,Calcium signaling pathway,0.006031350308498001,True,Calcium signaling pathway,251,379,26,8484,0.06860158311345646,0.10358565737051793,query_1,['KEGG:00000']
GO:BP,GO:1901701,cellular response to oxygen-containing compound,0.006088357980360032,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1182,731,72,21026,0.09849521203830369,0.06091370558375635,query_1,"['GO:0070887', 'GO:1901700']"
GO:BP,GO:0097435,supramolecular fiber organization,0.006132983667577687,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:pr]",861,731,57,21026,0.07797537619699042,0.06620209059233449,query_1,['GO:0016043']
GO:BP,GO:0043408,regulation of MAPK cascade,0.006163175266438478,True,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]",637,731,46,21026,0.06292749658002736,0.07221350078492936,query_1,"['GO:0000165', 'GO:1902531']"
GO:BP,GO:0001935,endothelial cell proliferation,0.006182688333438999,True,"""The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [GOC:add, ISBN:0781735149]",158,731,19,21026,0.025991792065663474,0.12025316455696203,query_1,['GO:0050673']
KEGG,KEGG:04360,Axon guidance,0.006262979269643286,True,Axon guidance,181,379,21,8484,0.055408970976253295,0.11602209944751381,query_1,['KEGG:00000']
GO:BP,GO:0045937,positive regulation of phosphate metabolic process,0.006573408579797793,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",560,731,42,21026,0.057455540355677154,0.075,query_1,"['GO:0006796', 'GO:0010562', 'GO:0019220']"
GO:BP,GO:0010562,positive regulation of phosphorus metabolic process,0.006573408579797793,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",560,731,42,21026,0.057455540355677154,0.075,query_1,"['GO:0006793', 'GO:0009893', 'GO:0051174']"
GO:BP,GO:0090287,regulation of cellular response to growth factor stimulus,0.006573923789351812,True,"""Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:tb]",320,731,29,21026,0.03967168262653899,0.090625,query_1,"['GO:0048583', 'GO:0071363']"
GO:BP,GO:0002009,morphogenesis of an epithelium,0.006772540796640239,True,"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",503,731,39,21026,0.0533515731874145,0.0775347912524851,query_1,"['GO:0048729', 'GO:0060429']"
GO:BP,GO:0050931,pigment cell differentiation,0.006814270950255918,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a pigmented cell, such as a melanocyte."" [GOC:dgh]",36,731,9,21026,0.012311901504787962,0.25,query_1,"['GO:0030154', 'GO:0048066']"
GO:BP,GO:0010959,regulation of metal ion transport,0.006982874511897783,True,"""Any process that modulates the frequency, rate, or extent of metal ion transport. Metal ion transport is the directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]",374,731,32,21026,0.04377564979480164,0.0855614973262032,query_1,"['GO:0030001', 'GO:0043269']"
GO:BP,GO:0034765,regulation of monoatomic ion transmembrane transport,0.0069937642817417996,True,"""Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]",321,731,29,21026,0.03967168262653899,0.09034267912772585,query_1,"['GO:0034220', 'GO:0034762', 'GO:0043269']"
GO:BP,GO:0014910,regulation of smooth muscle cell migration,0.007038176793605641,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell migration."" [CL:0000192, GOC:mtg_muscle]",67,731,12,21026,0.016415868673050615,0.1791044776119403,query_1,"['GO:0014909', 'GO:0030334']"
GO:BP,GO:0140352,export from cell,0.007038926620863943,True,"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]",928,731,60,21026,0.08207934336525308,0.06465517241379311,query_1,"['GO:0006810', 'GO:0009987']"
GO:BP,GO:0008219,cell death,0.007932352792928903,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1991,731,107,21026,0.146374829001368,0.053741838272225013,query_1,['GO:0009987']
GO:BP,GO:0046683,response to organophosphorus,0.008066378545862047,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organophosphorus stimulus. Organophosphorus is a compound containing phosphorus bound to an organic molecule; several organophosphorus compounds are used as insecticides, and they are highly toxic cholinesterase inhibitors."" [ISBN:0721662544]",132,731,17,21026,0.023255813953488372,0.12878787878787878,query_1,['GO:0042221']
GO:BP,GO:0040008,regulation of growth,0.008136882803828287,True,"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]",604,731,44,21026,0.060191518467852256,0.0728476821192053,query_1,"['GO:0040007', 'GO:0050789']"
GO:BP,GO:0048167,regulation of synaptic plasticity,0.008317204163494409,True,"""A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:dph, GOC:jid, GOC:tb, PMID:11891290]",223,731,23,21026,0.03146374829001368,0.1031390134529148,query_1,"['GO:0050804', 'GO:0065008']"
GO:BP,GO:1902895,positive regulation of miRNA transcription,0.008496728949624326,True,"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",57,731,11,21026,0.015047879616963064,0.19298245614035087,query_1,"['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']"
GO:BP,GO:0071774,response to fibroblast growth factor,0.008831909142718239,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fibroblast growth factor stimulus."" [GOC:mah]",119,731,16,21026,0.02188782489740082,0.13445378151260504,query_1,['GO:0070848']
GO:BP,GO:0120254,olefinic compound metabolic process,0.008988672995601422,True,"""The chemical reactions and pathways involving an olefinic compound, any compound which contains a carbon-carbon double bond (aka C=C)."" [GOC:krc]",162,731,19,21026,0.025991792065663474,0.11728395061728394,query_1,['GO:0008152']
GO:BP,GO:0001656,metanephros development,0.009255632147989044,True,"""The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:bf, ISBN:0192800752]",93,731,14,21026,0.019151846785225718,0.15053763440860216,query_1,['GO:0001822']
GO:BP,GO:0045444,fat cell differentiation,0.009478159822818445,True,"""The process in which a relatively unspecialized cell acquires specialized features of an adipocyte, an animal connective tissue cell specialized for the synthesis and storage of fat."" [CL:0000136, GOC:go_curators]",241,731,24,21026,0.03283173734610123,0.0995850622406639,query_1,['GO:0030154']
GO:BP,GO:0050807,regulation of synapse organization,0.009751093317184177,True,"""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]",309,731,28,21026,0.038303693570451436,0.09061488673139159,query_1,"['GO:0050803', 'GO:0050808', 'GO:0051128']"
GO:BP,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,0.009849899156839724,True,"""Any process that modulates the activity of an ion transporter."" [GOC:mah, GOC:tb]",163,731,19,21026,0.025991792065663474,0.1165644171779141,query_1,['GO:0022898']
GO:BP,GO:0032940,secretion by cell,0.010015777478770362,True,"""The controlled release of a substance by a cell."" [GOC:mah]",854,731,56,21026,0.07660738714090287,0.06557377049180328,query_1,"['GO:0046903', 'GO:0140352']"
GO:BP,GO:0021954,central nervous system neuron development,0.010532483755312856,True,"""The process whose specific outcome is the progression of a neuron whose cell body is located in the central nervous system, from initial commitment of the cell to a neuronal fate, to the fully functional differentiated neuron."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",94,731,14,21026,0.019151846785225718,0.14893617021276595,query_1,"['GO:0021953', 'GO:0048666']"
GO:BP,GO:0061337,cardiac conduction,0.010532483755312856,True,"""Transfer of an organized electrical impulse across the heart to coordinate the contraction of cardiac muscles. The process begins with generation of an action potential (in the sinoatrial node (SA) in humans) and ends with a change in the rate, frequency, or extent of the contraction of the heart muscles."" [GOC:dph]",94,731,14,21026,0.019151846785225718,0.14893617021276595,query_1,['GO:0008016']
GO:BP,GO:0035265,organ growth,0.010784996150905524,True,"""The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function."" [GOC:bf, ISBN:0471245208, ISBN:0721662544]",164,731,19,21026,0.025991792065663474,0.11585365853658537,query_1,"['GO:0032501', 'GO:0048589']"
GO:BP,GO:0043410,positive regulation of MAPK cascade,0.010876370998661719,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]",456,731,36,21026,0.049247606019151846,0.07894736842105263,query_1,"['GO:0000165', 'GO:0043408', 'GO:1902533']"
KEGG,KEGG:04510,Focal adhesion,0.010902694937647832,True,Focal adhesion,202,379,22,8484,0.05804749340369393,0.10891089108910891,query_1,['KEGG:00000']
GO:BP,GO:0072012,glomerulus vasculature development,0.010975564810864752,True,"""The biological process whose specific outcome is the progression of a glomerulus vasculature from an initial condition to its mature state. This process begins with the formation of the glomerulus vasculature and ends with the mature structure. The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus."" [GOC:mtg_kidney_jan10]",29,731,8,21026,0.01094391244870041,0.27586206896551724,query_1,"['GO:0001568', 'GO:0032835', 'GO:0061440']"
GO:BP,GO:0097106,postsynaptic density organization,0.011416181574766343,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a postsynaptic density, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane at excitatory synapse."" [GOC:BHF, GOC:sjp, PMID:21525273]",48,731,10,21026,0.013679890560875513,0.20833333333333334,query_1,['GO:0099084']
GO:BP,GO:2000181,negative regulation of blood vessel morphogenesis,0.011766607683162953,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood vessel morphogenesis."" [GOC:dph, GOC:yaf]",108,731,15,21026,0.02051983584131327,0.1388888888888889,query_1,"['GO:0022603', 'GO:0048514', 'GO:1901343']"
GO:BP,GO:0046545,development of primary female sexual characteristics,0.011766607683162953,True,"""The process whose specific outcome is the progression of the primary female sexual characteristics over time, from their formation to the mature structure. The primary female sexual characteristics are the ovaries, and they develop in response to sex hormone secretion."" [GOC:ai]",108,731,15,21026,0.02051983584131327,0.1388888888888889,query_1,"['GO:0045137', 'GO:0046660']"
GO:BP,GO:0006836,neurotransmitter transport,0.012211728925222334,True,"""The directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Neurotransmitters are any chemical substance that is capable of transmitting (or inhibiting the transmission of) a nerve impulse from a neuron to another cell."" [GOC:ai]",212,731,22,21026,0.030095759233926128,0.10377358490566038,query_1,['GO:0006810']
GO:BP,GO:0012501,programmed cell death,0.012328092576357088,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1987,731,106,21026,0.14500683994528044,0.05334675390035229,query_1,['GO:0008219']
GO:BP,GO:0008543,fibroblast growth factor receptor signaling pathway,0.01302812812860345,True,"""The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands."" [GOC:ceb]",83,731,13,21026,0.017783857729138167,0.1566265060240964,query_1,"['GO:0007169', 'GO:0044344']"
GO:BP,GO:1901343,negative regulation of vasculature development,0.013212810094207765,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of vasculature development."" [GOC:TermGenie]",109,731,15,21026,0.02051983584131327,0.13761467889908258,query_1,"['GO:0001944', 'GO:0051093', 'GO:0051241', 'GO:1901342']"
GO:BP,GO:1901888,regulation of cell junction assembly,0.013757246783008326,True,"""Any process that modulates the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]",263,731,25,21026,0.03419972640218878,0.09505703422053231,query_1,"['GO:0034329', 'GO:0044087', 'GO:0051128']"
GO:BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,0.013757246783008326,True,"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase/protein kinase B signal transduction."" [GOC:ai]",263,731,25,21026,0.03419972640218878,0.09505703422053231,query_1,"['GO:0043491', 'GO:1902531']"
GO:BP,GO:0048066,developmental pigmentation,0.013900302960590754,True,"""The developmental process that results in the deposition of coloring matter in an organism, tissue or cell."" [ISBN:0582227089]",49,731,10,21026,0.013679890560875513,0.20408163265306123,query_1,['GO:0043473']
GO:BP,GO:0071526,semaphorin-plexin signaling pathway,0.013900302960590754,True,"""The series of molecular signals generated as a consequence of a semaphorin receptor (composed of a plexin and a neurophilin) binding to a semaphorin ligand."" [GOC:BHF, GOC:mah, GOC:vk, PMID:15239959]",49,731,10,21026,0.013679890560875513,0.20408163265306123,query_1,['GO:0007166']
GO:BP,GO:0048662,negative regulation of smooth muscle cell proliferation,0.013900302960590754,True,"""Any process that stops, prevents or reduces the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",49,731,10,21026,0.013679890560875513,0.20408163265306123,query_1,"['GO:0008285', 'GO:0048659', 'GO:0048660']"
GO:BP,GO:0055001,muscle cell development,0.014159575978530825,True,"""The process whose specific outcome is the progression of a muscle cell over time, from its formation to the mature structure. Muscle cell development does not include the steps involved in committing an unspecified cell to the muscle cell fate."" [CL:0000187, GOC:devbiol]",198,731,21,21026,0.028727770177838577,0.10606060606060606,query_1,"['GO:0042692', 'GO:0048468']"
GO:BP,GO:0099172,presynapse organization,0.014354429314310626,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a presynapse."" [GOC:dos]",60,731,11,21026,0.015047879616963064,0.18333333333333332,query_1,"['GO:0016043', 'GO:0050808']"
GO:BP,GO:0006915,apoptotic process,0.014386810904409127,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1923,731,103,21026,0.1409028727770178,0.053562142485699425,query_1,['GO:0012501']
GO:BP,GO:0010038,response to metal ion,0.014475888317913136,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:sm]",351,731,30,21026,0.04103967168262654,0.08547008547008547,query_1,['GO:0042221']
GO:BP,GO:0021952,central nervous system projection neuron axonogenesis,0.014512627987975538,True,"""Generation of a long process of a CNS neuron, that carries efferent (outgoing) action potentials from the cell body towards target cells in a different central nervous system region."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",30,731,8,21026,0.01094391244870041,0.26666666666666666,query_1,['GO:0021955']
GO:BP,GO:0009891,positive regulation of biosynthetic process,0.014667678931065221,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2696,731,135,21026,0.18467852257181944,0.05007418397626113,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']"
GO:BP,GO:0032989,cellular anatomical entity morphogenesis,0.01485542958558305,True,"""The process in which a cellular entity is generated and organized. A cellular entity has granularity above the level of a protein complex but below that of an anatomical system."" [GOC:dph, GOC:mah, GOC:tb]",138,731,17,21026,0.023255813953488372,0.12318840579710146,query_1,['GO:0016043']
GO:BP,GO:0010927,cellular component assembly involved in morphogenesis,0.01485542958558305,True,"""The cellular component assembly that is part of the initial shaping of the component during its developmental progression."" [GOC:dph, GOC:tb]",138,731,17,21026,0.023255813953488372,0.12318840579710146,query_1,"['GO:0022607', 'GO:0032989', 'GO:0048646']"
GO:BP,GO:0014706,striated muscle tissue development,0.0163132372865781,True,"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]",408,731,33,21026,0.04514363885088919,0.08088235294117647,query_1,['GO:0060537']
GO:BP,GO:0038135,ERBB2-ERBB4 signaling pathway,0.016777703472688678,True,"""The series of molecular signals initiated by binding of a ligand to a ERBB4 receptor on the surface of a cell, followed by transmission of the signal by a heterodimeric complex of ERBB2 and ERBB4. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as ERBB4."" [GOC:signaling, PMID:16460914]",5,731,4,21026,0.005471956224350205,0.8,query_1,"['GO:0038128', 'GO:0038130']"
GO:BP,GO:0000165,MAPK cascade,0.017060498421190617,True,"""An intracellular protein kinase cascade containing at least a MAP kinase (MAPK). It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and a MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [PMID:20811974, PMID:9561267]",744,731,50,21026,0.06839945280437756,0.06720430107526881,query_1,['GO:0141124']
KEGG,KEGG:04512,ECM-receptor interaction,0.01714592949631949,True,ECM-receptor interaction,89,379,13,8484,0.03430079155672823,0.14606741573033707,query_1,['KEGG:00000']
KEGG,KEGG:04024,cAMP signaling pathway,0.017427552924716854,True,cAMP signaling pathway,223,379,23,8484,0.06068601583113457,0.1031390134529148,query_1,['KEGG:00000']
GO:BP,GO:0042325,regulation of phosphorylation,0.01868872403789713,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",830,731,54,21026,0.07387140902872777,0.06506024096385542,query_1,"['GO:0016310', 'GO:0019220']"
GO:BP,GO:0062012,regulation of small molecule metabolic process,0.018939808903758133,True,"""Any process that modulates the rate, frequency or extent of a small molecule metabolic process."" [GOC:vw]",320,731,28,21026,0.038303693570451436,0.0875,query_1,"['GO:0019222', 'GO:0044281']"
GO:BP,GO:0061440,kidney vasculature development,0.018967320090171047,True,"""The process whose specific outcome is the progression of the vasculature of the kidney over time, from its formation to the mature structure."" [GOC:dph, GOC:mtg_kidney_jan10, PMID:11891195]",31,731,8,21026,0.01094391244870041,0.25806451612903225,query_1,"['GO:0001822', 'GO:0061437']"
GO:BP,GO:0061437,renal system vasculature development,0.018967320090171047,True,"""The process whose specific outcome is the progression of vasculature of the renal system over time, from its formation to the mature structure."" [GOC:dph, GOC:mtg_kidney_jan10, PMID:11891195]",31,731,8,21026,0.01094391244870041,0.25806451612903225,query_1,"['GO:0001944', 'GO:0072001']"
GO:BP,GO:0043270,positive regulation of monoatomic ion transport,0.019353362982858856,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",202,731,21,21026,0.028727770177838577,0.10396039603960396,query_1,"['GO:0006811', 'GO:0043269', 'GO:0051050']"
GO:BP,GO:0048661,positive regulation of smooth muscle cell proliferation,0.019481011867461335,True,"""Any process that activates or increases the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",86,731,13,21026,0.017783857729138167,0.1511627906976744,query_1,"['GO:0008284', 'GO:0048659', 'GO:0048660']"
GO:BP,GO:0055002,striated muscle cell development,0.0199141757437707,True,"""The process whose specific outcome is the progression of a striated muscle cell over time, from its formation to the mature structure. Striated muscle cells contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle."" [CL:0000737, GOC:devbiol]",171,731,19,21026,0.025991792065663474,0.1111111111111111,query_1,"['GO:0051146', 'GO:0055001']"
GO:BP,GO:0014909,smooth muscle cell migration,0.02062017617524055,True,"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]",74,731,12,21026,0.016415868673050615,0.16216216216216217,query_1,['GO:0014812']
KEGG,KEGG:04010,MAPK signaling pathway,0.020646892397674976,True,MAPK signaling pathway,301,379,28,8484,0.07387862796833773,0.09302325581395349,query_1,['KEGG:00000']
GO:BP,GO:0048675,axon extension,0.02071170605230397,True,"""Long distance growth of a single axon process involved in cellular development."" [GOC:BHF, GOC:dgh, GOC:dph, GOC:jid, GOC:lm, GOC:rl]",113,731,15,21026,0.02051983584131327,0.13274336283185842,query_1,"['GO:0007409', 'GO:1990138']"
GO:BP,GO:0008610,lipid biosynthetic process,0.020986940807047046,True,"""The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",729,731,49,21026,0.06703146374829001,0.06721536351165981,query_1,"['GO:0006629', 'GO:0009058']"
GO:BP,GO:0038128,ERBB2 signaling pathway,0.021396417090073665,True,"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB2 on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair."" [GOC:jc, PMID:16460914]",23,731,7,21026,0.009575923392612859,0.30434782608695654,query_1,['GO:0038127']
GO:BP,GO:0009611,response to wounding,0.021826020866701216,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]",568,731,41,21026,0.0560875512995896,0.0721830985915493,query_1,['GO:0006950']
GO:BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,0.021870017464099605,True,"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]",142,731,17,21026,0.023255813953488372,0.11971830985915492,query_1,"['GO:0001934', 'GO:0018108', 'GO:0050730']"
GO:BP,GO:0045833,negative regulation of lipid metabolic process,0.02203704305583373,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]",100,731,14,21026,0.019151846785225718,0.14,query_1,"['GO:0006629', 'GO:0009892', 'GO:0019216']"
GO:BP,GO:0060326,cell chemotaxis,0.022555234092688725,True,"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]",323,731,28,21026,0.038303693570451436,0.08668730650154799,query_1,"['GO:0006935', 'GO:0016477', 'GO:0070887']"
GO:BP,GO:0030155,regulation of cell adhesion,0.023004694364159556,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",794,731,52,21026,0.07113543091655267,0.0654911838790932,query_1,"['GO:0007155', 'GO:0050794']"
GO:BP,GO:0007158,neuron cell-cell adhesion,0.024470586288102232,True,"""The attachment of a neuron to another cell via adhesion molecules."" [GOC:go_curators]",16,731,6,21026,0.008207934336525308,0.375,query_1,['GO:0098609']
